Final_RE,Final_IM,Is_Stable,HCv2_RE,HCv2_IM
1093,364,0,-0.0005038205614611645,-0.0008707151772856065
1093,-1094,0,-8.366798058889835e-7,2.4048621867252337e-9
2551,364,0,-0.000687851930408535,-0.00033080490748379723
-1094,1093,0,-8.359150226137325e-7,-2.4004677447350055e-9
1336,121,0,-0.0017253616885881137,-0.0005046093617983616
364,-1823,0,-0.004424573886633207,0.00011458776859834844
1822,121,0,-0.0014561420712029805,-0.0003082881357673555
364,1093,0,-0.0030205677719277843,-0.000026070409752966576
2308,121,0,-0.0012601589140673942,-0.00020944828627939317
121,-1094,0,-0.01804362244410531,0.0023556325813800356
2794,121,0,-0.0011132525145115303,-0.00015240310905636204
-1823,364,0,0.0007155093403915049,-0.0005187184591078385
1093,40,0,-0.0030063715956617546,-0.00034717772046205774
121,-1580,0,-0.02088488575785014,0.003838076357596014
1255,40,0,-0.002732072341764391,-0.0002744815550342957
1093,364,0,-0.0005038205614611645,-0.0008707151772856065
1417,40,0,-0.002507691397824011,-0.0002229742563831653
121,-2066,0,-0.02281372929191883,0.005430128737220012
1579,40,0,-0.0023204771811144256,-0.00018506457160744893
-1094,121,1,0.001892339210969353,-0.0006853382192244264
1741,40,0,-0.00216169475300694,-0.00015630057555485272
121,-2552,0,-0.024176384888626962,0.007098827106775727
1903,40,0,-0.0020251652986614903,-0.00013392555397009052
364,2551,0,-0.005347346745100789,-0.0001384857722217734
2065,40,0,-0.0019063949355328856,-0.0001161553568773523
40,-1013,0,-0.0422151676913953,0.0688888926196286
2227,40,0,-0.0018020357994363869,-0.00010179216280743984
-1580,121,0,0.0015793574027661832,-0.0003874834445101075
2389,40,0,-0.001709541276963114,-0.00009000654862090674
40,-1175,0,-0.03233812743177073,0.07807114582752944
2551,40,0,-0.0016269386814869267,-0.0000802088105734343
1093,-1094,0,-8.366798058889835e-7,2.4048621867252337e-9
2713,40,0,-0.0015526752826942648,-0.0000719699916387085
40,-1337,0,-0.020480769446800027,0.08530854426802695
2875,40,0,-0.001485511496378168,-0.00006497177427242575
-2066,121,0,0.0013502820766710239,-0.0002512866295803363
1012,13,0,-0.004299593699183549,-0.00017361050080878934
40,-1499,0,-0.007107754717596913,0.09031258665627782
1066,13,0,-0.00413084944950924,-0.00015833901855039003
121,1336,0,-0.019681290378172477,-0.002569433549279923
1120,13,0,-0.00397604669309746,-0.00014505050005626444
40,-1661,0,0.007309044688627317,0.09287021823954394
1174,13,0,-0.0038334736464535613,-0.00013341137222407958
-2552,121,0,0.001181458243696304,-0.00017729711077231459
1228,13,0,-0.0037016918828731,-0.00012315591885593197
40,-1823,0,0.022290293157143,0.09284575296269093
1282,13,0,-0.0035794834069512033,-0.00011407027948985602
2551,364,0,-0.000687851930408535,-0.00033080490748379723
1336,13,0,-0.003465809629396397,-0.00010598069942322876
40,-1985,0,0.03735463620936842,0.09018206935417268
1390,13,0,-0.003359779223249751,-0.00009874478398919488
-1013,40,1,0.003165802019596866,-0.00039474800264721
1444,13,0,-0.003260622688990534,-0.0000922449078587495
40,-2147,0,0.05202710676140817,0.08490052194503389
1498,13,0,-0.0031676720441556035,-0.00008638319152020913
121,1822,0,-0.022043255856862183,-0.004050953408584576
1552,13,0,-0.0030803444677396903,-0.00008107763189866234
40,-2309,0,0.06584900464606151,0.07709927851878723
1606,13,0,-0.0029981290258905306,-0.0000762590928861092
-1175,40,1,0.0028602822286401364,-0.000307072634745203
1660,13,0,-0.0029205758197077725,-0.00007186894350538287
40,-2471,0,0.0783883262517436,0.06694995541742507
1714,13,0,-0.002847287052762674,-0.00006785718874140565
-1094,1093,0,-8.359150226137325e-7,-2.4004677447350055e-9
1768,13,0,-0.002777909631935641,-0.00006418097866477253
40,-2633,0,0.08925010292369365,0.05469253341321045
1822,13,0,-0.002712129001814782,-0.00006080341056506498
-1337,40,1,0.002613174982420413,-0.00024633631600722955
1876,13,0,-0.002649663978240089,-0.00005769255989393814
40,-2795,0,0.09808616346108233,0.0406286191867279
1930,13,0,-0.0025902623962882625,-0.000054820691254894607
121,2308,0,-0.023704279918600146,-0.005642097788312784
1984,13,0,-0.0025336974261260035,-0.00005216361208969497
40,-2957,0,0.10460393555648326,0.02511318304329611
2038,13,0,-0.0024797644396396664,-0.00004970014022655901
-1499,40,0,0.002408904841279118,-0.0002024169695490908
2092,13,0,-0.0024282783337078455,-0.00004741166286309546
13,-1040,0,0.33707897189799085,3.302421471958041e-15
2146,13,0,-0.0023790712339878464,-0.000045281769417915674
1336,121,0,-0.0017253616885881137,-0.0005046093617983616
2200,13,0,-0.0023319905172990746,-0.00004329594440073059
13,-1094,0,0.30191643570449517,-0.15845796925852812
2254,13,0,-0.0022868971019748673,-0.00004144130931174736
-1661,40,0,0.0022369876902419016,-0.00016956395258600909
2308,13,0,-0.0022436639645737077,-0.00003970640479912612
13,-1148,0,0.1957999984265269,-0.28366526980292717
2362,13,0,-0.0022021748485876835,-0.000038081006033856185
121,2794,0,-0.024894790545831557,-0.007309770040407599
2416,13,0,-0.002162323136639888,-0.00003655596562008958
13,-1202,0,0.041972659323762776,-0.3456759493619771
2470,13,0,-0.0021240108624151527,-0.000035123079431924995
-1823,40,0,0.00209011999071728,-0.0001443055561652808
2524,13,0,-0.0020871478424458463,-0.000033774971619695696
13,-1256,0,-0.12467738680700646,-0.3287472508695489
2578,13,0,-0.0020516509110523723,-0.00003250499570906575
364,-1823,0,-0.004424573886633207,0.00011458776859834844
2632,13,0,-0.0020174432443541388,-0.00003130714926209153
13,-1310,0,-0.2655965479985473,-0.23529800922526847
2686,13,0,-0.0019844537614295936,-0.00003017600000954314
-1985,40,0,0.0019630595802861196,-0.00012444101813701618
2740,13,0,-0.001952616592499208,-0.000029106621720330263
13,-1364,0,-0.34753947286480563,-0.08566078659100253
2794,13,0,-0.0019218706055012611,-0.00002809453836399912
40,1093,0,-0.043208045379055475,-0.07050912174934824
2848,13,0,-0.0018921589836815495,-0.000027135675359347856
13,-1418,0,-0.3504392928269456,0.08637552801841493
2902,13,0,-0.0018634288478683854,-0.00002622631689673607
-2147,40,0,0.0018519455056639031,-0.00010851814158228633
2956,13,0,-0.0018356309179888867,-0.00002536306848190708
13,-1472,0,-0.2723098190121962,0.24124544836482242
1003,4,0,-0.005507500343319335,-0.0000690058942881962
1822,121,0,-0.0014561420712029805,-0.0003082881357673555
1021,4,0,-0.005427839060048909,-0.00006680869895819325
13,-1526,0,-0.12998876422688896,0.34275220212679286
1039,4,0,-0.005350638107406859,-0.00006471740156925353
-2309,40,0,0.00175386987554557,-0.00009554597065466986
1057,4,0,-0.005275781935613904,-0.00006272521739508116
13,-1580,0,0.044507990869357326,0.3665562832051931
1075,4,0,-0.005203162227612894,-0.00006082590075844606
40,1255,0,-0.032968286738654186,-0.07959248497266143
1093,4,0,-0.00513267733668439,-0.00005901369416999955
13,-1634,0,0.211225564964578,0.3060130610646967
1111,4,0,-0.005064231776057931,-0.00005728328300049486
-2471,40,0,0.0016665996179002639,-0.000084828741488223
1129,4,0,-0.004997735754970623,-0.00005562975500696319
13,-1688,0,0.3314568624416813,0.17396198122424503
1147,4,0,-0.004933104756293465,-0.00005404856412604624
364,1093,0,-0.0030205677719277843,-0.000026070409752966576
1165,4,0,-0.004870259151424941,-0.00005253549802648253
13,-1742,0,0.37675690768853165,8.85970032922461e-15
1183,4,0,-0.004809123848654218,-0.00005108664897993686
-2633,40,0,0.0015883904329392121,-0.00007586582589753987
1201,4,0,-0.004749627971633638,-0.000049698387666804126
13,-1796,0,0.33568100354433994,-0.17617898149926559
1219,4,0,-0.0046917045649816505,-0.00004836733958284853
40,1417,0,-0.020819928574500123,-0.08672124370466278
1237,4,0,-0.004635290324370547,-0.000047090363754829777
13,-1850,0,0.2166507861671958,-0.31387285089382044
1255,4,0,-0.004580325348745156,-0.00004586453350968455
-2795,40,0,0.0015178592017073959,-0.00006828924447835013
1273,4,0,-0.004526752912574599,-0.00004468711907325716
13,-1904,0,0.04623752616237251,-0.3808002878499785
1291,4,0,-0.004474519256264265,-0.000043555571801755744
2308,121,0,-0.0012601589140673942,-0.00020944828627939317
1309,4,0,-0.0044235733930532255,-0.000042467509872667706
13,-1958,0,-0.13678827505447616,-0.3606810386950923
1327,4,0,-0.004373866930897191,-0.00004142070528232973
-2957,40,0,0.001453894488112216,-0.0000618234141110846
1345,4,0,-0.004325353907991529,-0.00004041307201515369
13,-2012,0,-0.2903032822415237,-0.2571862657769455
1363,4,0,-0.004277990640725695,-0.000039442655265035706
40,1579,0,-0.007209738824123281,-0.09160841759364546
1381,4,0,-0.004231735582981644,-0.00003850762160303919
13,-2066,0,-0.378549323846557,-0.09330402839390961
