Final_RE,Final_IM,Is_Stable,HCv2_RE,HCv2_IM
1331,0,1,-0.015784520192606604,-3.725659855562182e-11
-2917,0,1,0.007471313516569076,-8.046562789276492e-12
1349,0,1,-0.01558386168582063,-3.6292175972374747e-11
26,-2025,1,0.15662343590099528,0.059399434213438206
1367,0,1,-0.015388357274826793,-3.5364996463358374e-11
80,1539,1,-0.027141124451507556,-0.025088997375885654
1385,0,1,-0.015197809369375965,-3.447315975847628e-11
26,-2079,1,0.16729228262035928,0.020312960733541184
1403,0,1,-0.015012030390639156,-3.36148855243754e-11
-1027,0,1,0.020204389257928758,-6.180521992500244e-11
1421,0,1,-0.014830842143604065,-3.278850438064491e-11
26,-2133,1,0.16827133909817893,-0.020431839712762464
1439,0,1,-0.014654075236172093,-3.199244969222401e-11
242,-1215,1,-0.006653569081971605,0.00043248365694187476
1457,0,1,-0.014481568540946793,-3.122525006224811e-11
26,-2187,1,0.1593911214208505,-0.06044907887877738
1475,0,1,-0.014313168696093692,-3.048552245778938e-11
-1081,0,1,0.019242509135618393,-5.5922410117570044e-11
1493,0,1,-0.0141487296419983,-2.977196590819156e-11
26,-2241,1,0.14106516181522383,-0.09737025079116644
1511,0,1,-0.013988112190759109,-2.9083355722090427e-11
80,1701,1,-0.025938206454435682,-0.028059793657014543
1529,0,1,-0.01383118362582952,-2.8418538174857726e-11
26,-2295,1,0.11427112220983303,-0.12898543296128465
1547,0,1,-0.01367781732937126,-2.7776425623203565e-11
-1135,0,1,0.01836995461487205,-5.084662067388542e-11
1565,0,1,-0.01352789243510449,-2.715599200810045e-11
26,-2349,1,0.08049806891889544,-0.15337625594226392
1583,0,1,-0.013381293504640105,-2.6556268711122026e-11
2915,0,1,-0.007476204341937861,-8.057354592579108e-12
1601,0,1,-0.013237910225459705,-2.5976340732782888e-11
26,-2403,1,0.041662801778051664,-0.16903263143208969
1619,0,1,-0.013097637128870854,-2.541534316457417e-11
-1189,0,1,0.017574750592645128,-4.6436255130804707e-11
1637,0,1,-0.01296037332641137,-2.487245792916009e-11
26,-2457,1,9.172272482506077e-15,-0.1749461474807576
1655,0,1,-0.012826022263308421,-2.4346910765673028e-11
80,1863,1,-0.024360702551800062,-0.030901403871586002
1673,0,1,-0.012694491487717332,-2.38379684392534e-11
26,-2511,1,-0.04206745808904085,-0.17067438662263637
1691,0,1,-0.012565692434572949,-2.3344936155956956e-11
-1243,0,1,0.0168469779963596,-4.257951915410476e-11
1709,0,1,-0.012439540222984123,-2.286715516592256e-11
26,-2565,1,-0.08207041996521382,-0.15637212056050617
1727,0,1,-0.012315953466190476,-2.2404000539280685e-11
-1459,0,1,0.014462657372506554,-3.1141725944381665e-11
1745,0,1,-0.012194854093180973,-2.1954879100708746e-11
26,-2619,1,-0.11763926812935933,-0.13278728378156973
1763,0,1,-0.012076167181146992,-2.1519227509820502e-11
-1297,0,1,0.01617834983984635,-3.918718967160131e-11
1781,0,1,-0.011959820798008948,-2.109651047573011e-11
26,-2673,1,-0.14664496844352587,-0.1012217132201313
1799,0,1,-0.01184574585431618,-2.0686219095170348e-11
80,2025,1,-0.022440164680168833,-0.03358407977550252
1817,0,1,-0.011733875963874763,-2.0287869304481457e-11
26,-2727,1,-0.16732694095636852,-0.06345873824243574
1835,0,1,-0.011624147312508418,-1.990100043663323e-11
-1351,0,1,0.015561888153904125,-3.6187352701918006e-11
1853,0,1,-0.011516498534403473,-1.9525173875207538e-11
26,-2781,1,-0.17840006746749942,-0.021661689998893386
1871,0,1,-0.011410870595530925,-1.915997179796031e-11
1133,0,1,-0.018400825082958767,-5.102197431651726e-11
1889,0,1,-0.011307206683676964,-1.8804996003208554e-11
26,-2835,1,-0.17913434222314695,0.021750847095944194
1907,0,1,-0.011205452104648503,-1.8459866812855806e-11
-1405,0,1,0.014991674832549554,-3.352151994230937e-11
1925,0,1,-0.011105554184252549,-1.8124222046385037e-11
26,-2889,1,-0.16940225689149743,0.06424580175979308
1943,0,1,-0.011007462175677671,-1.7797716060615794e-11
80,2187,1,-0.020206072604783264,-0.03608053880810794
1961,0,1,-0.010911127171933004,-1.7480018850448087e-11
26,-2943,1,-0.14969089605355704,0.10332416524627751
1979,0,1,-0.010816502023025185,-1.7170815206202655e-11
-1459,0,1,0.014462657372506554,-3.1141725944381665e-11
1997,0,1,-0.010723541257576408,-1.6869803923519826e-11
26,-2997,1,-0.12107779433747554,0.13666857752513054
2015,0,1,-0.01063220100860797,-1.6576697062100635e-11
242,-1701,1,-0.00802474337580957,0.000731242541560525
2033,0,1,-0.010542438943232967,-1.629121924986701e-11
8,-1017,1,-0.5595442729839408,0.23177082661812826
2051,0,1,-0.010454214196019822,-1.6013107029385664e-11
-1513,0,1,0.01397049588351132,-2.9008332607168278e-11
2069,0,1,-0.010367487305804649,-1.574210824364491e-11
8,-1035,1,-0.2326100661976096,0.5615703765587466
2087,0,1,-0.010282220155745795,-1.5477981458497307e-11
80,2349,1,-0.01768689996693963,-0.03836585186237837
2105,0,1,-0.010198375916427912,-1.5220495419285986e-11
8,-1053,1,0.23343483540591003,0.5635615455672985
2123,0,1,-0.01011591899183586,-1.4969428539359868e-11
-1567,0,1,0.013511441480740457,-2.7088350539440083e-11
2141,0,1,-0.010034814968030806,-1.4724568418355195e-11
8,-1071,1,0.5655189643186941,0.23424562479999475
2159,0,1,-0.00995503056437197,-1.4485711388278291e-11
1295,0,1,-0.016202144040230047,-3.9305433736826535e-11
2177,0,1,-0.009876533587137722,-1.4252662085569459e-11
8,-1089,1,0.5674437579009941,-0.23504290040654435
2195,0,1,-0.00979929288540936,-1.4025233047460942e-11
-1621,0,1,0.01308223879068473,-2.5354142675707937e-11
2213,0,1,-0.009723278309089619,-1.3803244331064135e-11
8,-1107,1,0.23582710533085832,-0.5693369960649473
2231,0,1,-0.009648460668936265,-1.3586523153733854e-11
80,2511,1,-0.014910764891519358,-0.0404173967943701
2249,0,1,-0.009574811698498706,-1.3374903553361111e-11
8,-1125,1,-0.23659866123571802,-0.5711996967945806
2267,0,1,-0.009502304017852582,-1.3168226067341176e-11
-1675,0,1,0.012680047165506532,-2.3782413744673073e-11
2285,0,1,-0.009430911099033951,-1.296633742905186e-11
8,-1143,1,-0.5730328295943214,-0.2373579697029928
2303,0,1,-0.009360607233080747,-1.2769090280758123e-11
1457,0,1,-0.014481568540946793,-3.122525006224811e-11
2321,0,1,-0.009291367498594877,-1.2576342901933925e-11
8,-1161,1,-0.5748373185192848,0.23810541348884084
2339,0,1,-0.009223167731743673,-1.2387958952061717e-11
-1729,0,1,0.01230237654346302,-2.235341571465518e-11
2357,0,1,-0.00915598449762427,-1.2203807227033705e-11
8,-1179,1,-0.23884135768240783,0.5766140449724075
2375,0,1,-0.009089795062919164,-1.2023761428338365e-11
80,2673,1,-0.011905819498224906,-0.04221485164069675
2393,0,1,-0.009024577369775449,-1.1847699944270474e-11
8,-1197,1,0.23956615077634064,0.5783638502898176
2411,0,1,-0.008960310010844233,-1.1675505642453472e-11
-1783,0,1,0.011947034871467983,-2.1050317994607345e-11
2429,0,1,-0.008896972205420522,-1.1507065673010165e-11
8,-1215,1,0.5800875381328776,0.24028012565827925
2447,0,1,-0.008834543776627277,-1.134227128176121e-11
1457,0,1,-0.014481568540946793,-3.122525006224811e-11
2465,0,1,-0.008773005129590694,-1.1181017632871277e-11
8,-1233,1,0.581785876704821,-0.24098360052823953
2483,0,1,-0.008712337230556763,-1.102320364040031e-11
-1837,0,1,0.011612084726826021,-1.985870444782736e-11
2501,0,1,-0.008652521586901996,-1.086873180825206e-11
8,-1251,1,0.24167687975074878,-0.5834596008062312
2519,0,1,-0.008593540227993999,-1.071750807804458e-11
80,2835,1,-0.008700468895277208,-0.04374021087723841
2537,0,1,-0.008535375686859895,-1.0569441684457224e-11
8,-1269,1,-0.2423602546449848,-0.5851094137441507
2555,0,1,-0.008478010982623123,-1.0424445017636941e-11
-1891,0,1,0.011295807311804724,-1.876616883507752e-11
2573,0,1,-0.008421429603671208,-1.0282433492272472e-11
8,-1287,1,-0.586735989106328,-0.24303400422024377
2591,0,1,-0.008365615491519252,-1.014332542296945e-11
242,-2187,1,-0.009034464614324934,0.0010603808918483754
2609,0,1,-0.008310553025335761,-1.000704190558193e-11
8,-1305,1,-0.5883399724125834,0.24369839585949732
2627,0,1,-0.008256227007099283,-9.873506704176912e-12
-1945,0,1,0.010996672397952092,-1.7761987259300742e-11
2645,0,1,-0.008202622647356021,-9.742646143328141e-12
8,-1323,1,-0.244353685956843,0.5899219826527609
2663,0,1,-0.00814972555155021,-9.614389005453684e-12
80,2997,1,-0.005323475056957427,-0.044977813655837015
2681,0,1,-0.008097521706900498,-9.488666432928939e-12
8,-1341,1,0.24500012051114667,0.5914826137210568
2699,0,1,-0.008045997469797065,-9.365411834722683e-12
-1999,0,1,0.010713313102783728,-1.6836851295303968e-11
2717,0,1,-0.00799513955369548,-9.244560797318695e-12
8,-1359,1,0.5930224357543437,0.2456379356810148
2735,0,1,-0.007944935017484592,-9.12605099969941e-12
1619,0,1,-0.013097637128870854,-2.541534316457417e-11
2753,0,1,-0.007895371254306895,-9.0098221321811e-12
8,-1377,1,0.5945419963828825,-0.24626735830216975
2771,0,1,-0.007846435980810989,-8.895815818902354e-12
-2053,0,1,0.010444504615189094,-1.5982649278842058e-11
2789,0,1,-0.007798117226816696,-8.783975543778896e-12
8,-1395,1,0.24688860637231858,-0.5960418218993653
2807,0,1,-0.007750403325374477,-8.674246579748613e-12
26,1053,1,1.4647034258101322e-15,0.1423577682350959
2825,0,1,-0.007703282903201705,-8.566575921140648e-12
8,-1413,1,-0.24750188950396393,-0.5975224183534126
2843,0,1,-0.0076567448714791675,-8.460912219011705e-12
-2107,0,1,0.010189146166003067,-1.5192286066192614e-11
2861,0,1,-0.007610778416992095,-8.357205719301684e-12
8,-1431,1,-0.5989842725764536,-0.24810740934937672
2879,0,1,-0.007565372993600711,-8.255408203668848e-12
-2917,0,1,0.007471313516569076,-8.046562789276492e-12
2897,0,1,-0.007520518314026104,-8.155472932872594e-12
8,-1449,1,-0.600427853142824,0.24870535999833462
2915,0,1,-0.007476204341937861,-8.057354592579108e-12
-2161,0,1,0.00994624567999591,-1.4459533715443943e-11
2933,0,1,-0.007432421284330625,-7.961009241472044e-12
8,-1467,1,-0.24929592835182576,0.6018536112713181
2951,0,1,-0.007389159584177301,-7.866394261556767e-12
26,1107,1,-0.03452876221864438,0.14008869516270808
2969,0,1,-0.007346409913347267,-7.773468310552711e-12
8,-1485,1,0.2498792944725979,0.6032619816719134
2987,0,1,-0.007304163165778502,-7.682191276274157e-12
-2215,0,1,0.009714906654827769,-1.3778907167998874e-11
1001,0,1,-0.02070356177550399,-6.497718039666912e-11
8,-1503,1,0.6046533833413982,0.2504556319148006
1007,0,1,-0.02058613848131364,-6.422369554982826e-11
1781,0,1,-0.011959820798008948,-2.109651047573011e-11
1013,0,1,-0.020470071137426413,-6.34833416621908e-11
8,-1521,1,0.6060282203116886,-0.2510251080338786
1019,0,1,-0.020355336203323842,-6.2755814207765e-11
-2269,0,1,0.009494316898520986,-1.3145560255287333e-11
1025,0,1,-0.02024191068247491,-6.204081745822822e-11
8,-1539,1,0.2515878842785452,-0.6073868823539937
1031,0,1,-0.02012977210667433,-6.133806417920931e-11
26,1161,1,-0.06790214051502287,0.12937671949811502
1037,0,1,-0.020018898520919773,-6.064727533874747e-11
8,-1557,1,-0.25214411646495244,-0.608729745642383
1043,0,1,-0.019909268468806373,-5.996817982737202e-11
-2323,0,1,0.009283738825111788,-1.255519831718361e-11
1049,0,1,-0.019800860978418086,-5.93005141892765e-11
8,-1575,1,-0.6100571733786596,-0.25269395503643904
1055,0,1,-0.019693655548696152,-5.86440223640869e-11
242,-2673,1,-0.009824669008634698,0.0014125741491267415
1061,0,1,-0.01958763213626603,-5.799845543874901e-11
8,-1593,1,-0.6113695163823535,0.25323754530700965
1067,0,1,-0.019482771142704806,-5.7363571409084003e-11
-2377,0,1,0.009082501062399861,-1.2004004465232179e-11
1073,0,1,-0.019379053402232036,-5.6739134950583824e-11
8,-1611,1,-0.2537750276925545,0.6126671136469786
1079,0,1,-0.019276460169807608,-5.612491719803877e-11
26,1215,1,-0.09805040830218821,0.11067603189951938
1085,0,1,-0.019174973109621046,-5.552069553361042e-11
8,-1629,1,0.2543065379279572,0.6139502928659079
1091,0,1,-0.019074574283957237,-5.4926253382981515e-11
-2431,0,1,0.008889991169181571,-1.1488577107190027e-11
1097,0,1,-0.01897524614242434,-5.434138001923279e-11
8,-1647,1,0.6152193709288947,0.2548322072733836
1103,0,1,-0.018876971511530168,-5.376587037411331e-11
1943,0,1,-0.011007462175677671,-1.7797716060615794e-11
1109,0,1,-0.018779733584593904,-5.3199524856387485e-11
8,-1665,1,0.6164746543919999,-0.2553521627084032
1115,0,1,-0.01868351591198071,-5.2642149176956595e-11
-2485,0,1,0.008705649294364187,-1.1005876808009534e-11
1121,0,1,-0.018588302391647132,-5.2093554180467624e-11
8,-1683,1,0.255866527116472,-0.6177164399219249
1127,0,1,-0.01849407725998585,-5.1553555683135396e-11
26,1269,1,-0.12306419378999801,0.08494507969615857
1133,0,1,-0.018400825082958767,-5.102197431651726e-11
8,-1701,1,-0.2563754194589613,-0.6189450147169727
1139,0,1,-0.018308530747507865,-5.04986353769917e-11
-2539,0,1,0.008528962638703801,-1.055318092496797e-11
1145,0,1,-0.018217179453233725,-4.998336868070392e-11
8,-1719,1,-0.6201606569056516,-0.2568789549405081
1151,0,1,-0.01812675670433202,-4.947600842375239e-11
728,2187,1,-0.0015108417498122311,-0.000019560636805121417
1157,0,1,-0.018037248301778698,-4.897639304740097e-11
8,-1737,1,-0.6213636359246514,0.257377245165431
1163,0,1,-0.01794864033575489,-4.848436510811092e-11
-2593,0,1,0.008359460602970667,-1.0128044742871557e-11
1169,0,1,-0.017860919178303115,-4.799977115219684e-11
8,-1755,1,-0.2578703982863158,0.6225542128772397
1175,0,1,-0.01777407147620641,-4.75224615949191e-11
26,1323,1,-0.1413155004620945,0.05359390007471904
1181,0,1,-0.017688084144082673,-4.705229060383423e-11
8,-1773,1,0.25835851914459734,0.6237326408735441
1187,0,1,-0.017602944357686556,-4.658911598623251e-11
-2647,0,1,0.00819671052519508,-9.728268065566677e-12
1193,0,1,-0.017518639547411726,-4.613279908049983e-11
8,-1791,1,0.6248991653532551,0.25884170940499585
1199,0,1,-0.017435157391986478,-4.5683204651248116e-11
2105,0,1,-0.010198375916427912,-1.5220495419285986e-11
1205,0,1,-0.01735248581235604,-4.5240200788065435e-11
8,-1809,1,0.6260540243928034,-0.25932006768175003
1211,0,1,-0.01727061296574514,-4.4803658807743647e-11
-2701,0,1,0.008040313925122876,-9.35186640493215e-12
1217,0,1,-0.01718952723989466,-4.437345315984773e-11
8,-1827,1,0.259793689660262,-0.6271974489966443
1223,0,1,-0.017109217247466432,-4.3949461335496585e-11
26,1377,1,-0.1515624367504451,0.018403011652239197
1229,0,1,-0.017029671820610503,-4.3531563779231144e-11
8,-1845,1,-0.2602626682112098,-0.6283296633749106
1235,0,1,-0.016950880005689353,-4.311964380385083e-11
-2755,0,1,0.007889903186769978,-8.997046057746374e-12
1241,0,1,-0.016872831058153813,-4.271358750810452e-11
8,-1863,1,-0.6294508852070042,-0.2607270935005297
1247,0,1,-0.016795514437565606,-4.231328369712703e-11
80,-1053,1,-0.028109333397820693,0.015741983082048494
1253,0,1,-0.016718919802761648,-4.191862380551708e-11
8,-1881,1,-0.6305613258930307,0.261187053092861
1259,0,1,-0.016643037007155376,-4.1529501822956615e-11
-2809,0,1,0.007745138620529911,-8.662182481769794e-12
1265,0,1,-0.016567856094170667,-4.114581422227625e-11
8,-1899,1,-0.2616426320511536,0.6316611907928105
1271,0,1,-0.016493367292803877,-4.076745988987477e-11
26,1431,1,-0.15303112207088027,-0.018581342336571615
1277,0,1,-0.016419561013309953,-4.039434005840558e-11
8,-1917,1,0.26209391303065005,0.6327506794539989
1283,0,1,-0.016346427843008507,-4.0026358241645494e-11
-2863,0,1,0.007605705855068944,-8.34580148084159e-12
1289,0,1,-0.016273958542205945,-3.966342017146552e-11
8,-1935,1,0.6338299858292287,0.26254097636923945
1295,0,1,-0.016202144040230047,-3.9305433736826535e-11
2267,0,1,-0.009502304017852582,-1.3168226067341176e-11
1301,0,1,-0.016130975431573234,-3.895230892472553e-11
8,-1953,1,0.6348992984834493,-0.26298390017302753
1307,0,1,-0.01606044397214116,-3.860395776302153e-11
-2917,0,1,0.007471313516569076,-8.046562789276492e-12
1313,0,1,-0.01599054107560325,-3.826029426507311e-11
8,-1971,1,0.26342276039841905,-0.6359588007915729
1319,0,1,-0.015921258309841993,-3.79212343761221e-11
26,1485,1,-0.1454695937581872,-0.055169339855096096
1325,0,1,-0.01585258739349781,-3.7586695921360665e-11
8,-1989,1,-0.2638576309301222,-0.6370086711272793
1331,0,1,-0.015784520192606604,-3.725659855562182e-11
-2971,0,1,0.007341691159012751,-7.76324571190831e-12
1337,0,1,-0.015717048717327015,-3.6930863714635326e-11
8,-2007,1,-0.6380490830430926,-0.26428858365618013
1343,0,1,-0.015650165118754663,-3.660941456779365e-11
-1459,0,1,0.014462657372506554,-3.1141725944381665e-11
1349,0,1,-0.01558386168582063,-3.6292175972374747e-11
8,-2025,1,-0.6390802054428679,0.2647156885385663
1355,0,1,-0.015518130842271643,-3.5979074429170314e-11
-1009,0,1,0.020547299879403253,-6.397546714790852e-11
1361,0,1,-0.015452965143729418,-3.56700380394706e-11
8,-2043,1,-0.2651390136822818,0.6401022027459715
1367,0,1,-0.015388357274826793,-3.5364996463358374e-11
26,1539,1,-0.12917021705508228,-0.08915976324387104
1373,0,1,-0.015324300046418242,-3.5063880879266764e-11
8,-2061,1,0.2655586253996112,0.6411152350450121
1379,0,1,-0.015260786392862637,-3.4766623944757314e-11
-1027,0,1,0.020204389257928758,-6.180521992500244e-11
1385,0,1,-0.015197809369375965,-3.447315975847628e-11
8,-2079,1,0.6421194582559997,0.26597458827330106
1391,0,1,-0.01513536214945199,-3.418342382324902e-11
2429,0,1,-0.008896972205420522,-1.1507065673010165e-11
1397,0,1,-0.015073438022348772,-3.389735301027341e-11
8,-2097,1,0.643115024262678,-0.266386965215462
1403,0,1,-0.015012030390639156,-3.36148855243754e-11
-1045,0,1,0.019872997820443238,-5.974436742345496e-11
1409,0,1,-0.014951132767823247,-3.333596087029037e-11
8,-2115,1,0.2667958175253428,-0.6441020810541115
1415,0,1,-0.014890738776001139,-3.3060519819936283e-11
26,1593,1,-0.10495899751900377,-0.11847421707569726
1421,0,1,-0.014830842143604065,-3.278850438064491e-11
8,-2133,1,-0.26720120494343175,-0.6450807728569505
1427,0,1,-0.014771436703182279,-3.2519857764319606e-11
-1063,0,1,0.019552550269337932,-5.7785652196704776e-11
1433,0,1,-0.014712516389248042,-3.225452435748854e-11
8,-2151,1,-0.6460512402616995,-0.2676031857043438
1439,0,1,-0.014654075236172093,-3.199244969222401e-11
80,-1215,1,-0.02827487998366632,0.0188926707948178
1445,0,1,-0.014596107376132046,-3.173358041789912e-11
8,-2169,1,-0.6470136203440934,0.2680018165866113
1451,0,1,-0.014538607037111274,-3.147786427375441e-11
-1081,0,1,0.019242509135618393,-5.5922410117570044e-11
1457,0,1,-0.014481568540946793,-3.122525006224811e-11
8,-2187,1,-0.26839715296114264,0.6479680467811586
