Final_RE,Final_IM,Is_Stable
1957,4,0
13,-2930,0
1975,4,0
-1472,13,0
1993,4,0
13,-2984,0
2011,4,0
121,-1580,0
2029,4,0
4,-1013,0
2047,4,0
-1526,13,0
2065,4,0
4,-1031,0
2083,4,0
40,2389,0
2101,4,0
4,-1049,0
2119,4,0
-1580,13,0
2137,4,0
4,-1067,0
2155,4,0
1255,40,0
2173,4,0
4,-1085,0
2191,4,0
-1634,13,0
2209,4,0
4,-1103,0
2227,4,0
40,2551,0
2245,4,0
4,-1121,0
2263,4,0
-1688,13,0
2281,4,0
4,-1139,0
2299,4,0
1093,364,0
2317,4,0
4,-1157,0
2335,4,0
-1742,13,0
2353,4,0
4,-1175,0
2371,4,0
40,2713,0
2389,4,0
4,-1193,0
2407,4,0
-1796,13,0
2425,4,0
4,-1211,0
2443,4,0
1417,40,0
2461,4,0
4,-1229,0
2479,4,0
-1850,13,0
2497,4,0
4,-1247,0
2515,4,0
40,2875,0
2533,4,0
4,-1265,0
2551,4,0
-1904,13,0
2569,4,0
4,-1283,0
2587,4,0
121,-2066,0
2605,4,0
4,-1301,0
2623,4,0
-1958,13,0
2641,4,0
4,-1319,0
2659,4,0
13,1012,0
2677,4,0
4,-1337,0
2695,4,0
-2012,13,0
2713,4,0
4,-1355,0
2731,4,0
1579,40,0
2749,4,0
4,-1373,0
2767,4,0
-2066,13,0
2785,4,0
4,-1391,0
2803,4,0
13,1066,0
2821,4,0
4,-1409,0
2839,4,0
-2120,13,0
2857,4,0
4,-1427,0
2875,4,0
-1094,121,1
2893,4,0
4,-1445,0
2911,4,0
-2174,13,0
2929,4,0
4,-1463,0
2947,4,0
13,1120,0
2965,4,0
4,-1481,0
2983,4,0
-2228,13,0
1000,1,0
4,-1499,0
1006,1,0
1741,40,0
1012,1,0
4,-1517,0
1018,1,0
-2282,13,0
1024,1,0
4,-1535,0
1030,1,0
13,1174,0
1036,1,0
4,-1553,0
1042,1,0
-2336,13,0
1048,1,0
4,-1571,0
1054,1,0
121,-2552,0
1060,1,0
4,-1589,0
1066,1,0
-2390,13,0
1072,1,0
4,-1607,0
1078,1,0
13,1228,0
1084,1,0
4,-1625,0
1090,1,0
-2444,13,0
1096,1,0
4,-1643,0
1102,1,0
1903,40,0
1108,1,0
4,-1661,0
1114,1,0
-2498,13,0
1120,1,0
4,-1679,0
1126,1,0
13,1282,0
1132,1,0
4,-1697,0
1138,1,0
-2552,13,0
1144,1,0
4,-1715,0
1150,1,0
364,2551,0
1156,1,0
4,-1733,0
1162,1,0
-2606,13,0
1168,1,0
4,-1751,0
1174,1,0
13,1336,0
1180,1,0
4,-1769,0
1186,1,0
-2660,13,0
1192,1,0
4,-1787,0
1198,1,0
2065,40,0
1204,1,0
4,-1805,0
1210,1,0
-2714,13,0
1216,1,0
4,-1823,0
1222,1,0
13,1390,0
1228,1,0
4,-1841,0
1234,1,0
-2768,13,0
1240,1,0
4,-1859,0
1246,1,0
40,-1013,0
1252,1,0
4,-1877,0
1258,1,0
-2822,13,0
1264,1,0
4,-1895,0
1270,1,0
13,1444,0
1276,1,0
4,-1913,0
1282,1,0
-2876,13,0
1288,1,0
4,-1931,0
1294,1,0
2227,40,0
1300,1,0
4,-1949,0
1306,1,0
-2930,13,0
1312,1,0
4,-1967,0
1318,1,0
13,1498,0
1324,1,0
4,-1985,0
1330,1,0
-2984,13,0
1336,1,0
4,-2003,0
1342,1,0
-1580,121,0
1348,1,0
4,-2021,0
1354,1,0
-1013,4,1
1360,1,0
4,-2039,0
1366,1,0
13,1552,0
1372,1,0
4,-2057,0
1378,1,0
-1031,4,1
1384,1,0
4,-2075,0
1390,1,0
2389,40,0
1396,1,0
4,-2093,0
1402,1,0
-1049,4,1
1408,1,0
4,-2111,0
1414,1,0
13,1606,0
1420,1,0
4,-2129,0
1426,1,0
-1067,4,1
1432,1,0
4,-2147,0
1438,1,0
40,-1175,0
1444,1,0
4,-2165,0
1450,1,0
-1085,4,1
1456,1,0
4,-2183,0
1462,1,0
13,1660,0
1468,1,0
4,-2201,0
1474,1,0
-1103,4,1
1480,1,0
4,-2219,0
1486,1,0
2551,40,0
1492,1,0
4,-2237,0
1498,1,0
-1121,4,1
1504,1,0
4,-2255,0
1510,1,0
13,1714,0
1516,1,0
4,-2273,0
1522,1,0
-1139,4,1
1528,1,0
4,-2291,0
1534,1,0
1093,-1094,0
1540,1,0
4,-2309,0
1546,1,0
-1157,4,1
1552,1,0
4,-2327,0
1558,1,0
13,1768,0
1564,1,0
4,-2345,0
1570,1,0
-1175,4,1
1576,1,0
4,-2363,0
1582,1,0
2713,40,0
1588,1,0
4,-2381,0
1594,1,0
-1193,4,1
1600,1,0
4,-2399,0
1606,1,0
13,1822,0
1612,1,0
4,-2417,0
1618,1,0
-1211,4,1
1624,1,0
4,-2435,0
1630,1,0
40,-1337,0
1636,1,0
4,-2453,0
1642,1,0
-1229,4,1
1648,1,0
4,-2471,0
1654,1,0
13,1876,0
1660,1,0
4,-2489,0
1666,1,0
-1247,4,1
1672,1,0
4,-2507,0
1678,1,0
2875,40,0
1684,1,0
4,-2525,0
1690,1,0
-1265,4,1
1696,1,0
4,-2543,0
1702,1,0
13,1930,0
1708,1,0
4,-2561,0
1714,1,0
-1283,4,1
1720,1,0
4,-2579,0
1726,1,0
-2066,121,0
1732,1,0
4,-2597,0
1738,1,0
-1301,4,1
1744,1,0
4,-2615,0
1750,1,0
13,1984,0
1756,1,0
4,-2633,0
1762,1,0
-1319,4,1
1768,1,0
4,-2651,0
1774,1,0
1012,13,0
1780,1,0
4,-2669,0
1786,1,0
-1337,4,1
1792,1,0
4,-2687,0
1798,1,0
13,2038,0
1804,1,0
4,-2705,0
1810,1,0
-1355,4,1
1816,1,0
4,-2723,0
1822,1,0
40,-1499,0
1828,1,0
4,-2741,0
1834,1,0
-1373,4,1
1840,1,0
4,-2759,0
1846,1,0
13,2092,0
1852,1,0
4,-2777,0
1858,1,0
-1391,4,1
1864,1,0
4,-2795,0
1870,1,0
1066,13,0
1876,1,0
4,-2813,0
1882,1,0
-1409,4,0
1888,1,0
4,-2831,0
1894,1,0
13,2146,0
1900,1,0
4,-2849,0
1906,1,0
-1427,4,0
1912,1,0
4,-2867,0
1918,1,0
121,1336,0
1924,1,0
4,-2885,0
1930,1,0
-1445,4,0
1936,1,0
4,-2903,0
1942,1,0
13,2200,0
1948,1,0
4,-2921,0
1954,1,0
-1463,4,0
1960,1,0
4,-2939,0
1966,1,0
1120,13,0
1972,1,0
4,-2957,0
1978,1,0
-1481,4,0
1984,1,0
4,-2975,0
1990,1,0
13,2254,0
1996,1,0
4,-2993,0
2002,1,0
-1499,4,0
2008,1,0
1,-1004,0
2014,1,0
40,-1661,0
2020,1,0
1,-1010,0
2026,1,0
-1517,4,0
2032,1,0
1,-1016,0
2038,1,0
13,2308,0
2044,1,0
1,-1022,0
2050,1,0
-1535,4,0
2056,1,0
1,-1028,0
2062,1,0
1174,13,0
2068,1,0
1,-1034,0
2074,1,0
-1553,4,0
2080,1,0
1,-1040,0
2086,1,0
13,2362,0
2092,1,0
1,-1046,0
2098,1,0
-1571,4,0
2104,1,0
1,-1052,0
2110,1,0
-2552,121,0
2116,1,0
1,-1058,0
2122,1,0
-1589,4,0
2128,1,0
1,-1064,0
2134,1,0
13,2416,0
2140,1,0
1,-1070,0
2146,1,0
-1607,4,0
2152,1,0
1,-1076,0
2158,1,0
1228,13,0
2164,1,0
1,-1082,0
2170,1,0
-1625,4,0
2176,1,0
1,-1088,0
2182,1,0
13,2470,0
2188,1,0
1,-1094,0
2194,1,0
-1643,4,0
2200,1,0
1,-1100,0
2206,1,0
40,-1823,0
2212,1,0
1,-1106,0
2218,1,0
-1661,4,0
2224,1,0
1,-1112,0
2230,1,0
13,2524,0
2236,1,0
1,-1118,0
2242,1,0
-1679,4,0
2248,1,0
1,-1124,0
2254,1,0
1282,13,0
2260,1,0
1,-1130,0
2266,1,0
-1697,4,0
2272,1,0
1,-1136,0
2278,1,0
13,2578,0
2284,1,0
1,-1142,0
2290,1,0
-1715,4,0
2296,1,0
1,-1148,0
2302,1,0
2551,364,0
2308,1,0
1,-1154,0
2314,1,0
-1733,4,0
2320,1,0
1,-1160,0
2326,1,0
13,2632,0
2332,1,0
1,-1166,0
2338,1,0
-1751,4,1
2344,1,0
1,-1172,0
2350,1,0
1336,13,0
2356,1,0
1,-1178,0
2362,1,0
-1769,4,0
2368,1,0
1,-1184,0
2374,1,0
13,2686,0
2380,1,0
1,-1190,0
2386,1,0
-1787,4,0
2392,1,0
1,-1196,0
2398,1,0
40,-1985,0
2404,1,0
1,-1202,0
2410,1,0
-1805,4,0
2416,1,0
1,-1208,0
2422,1,0
13,2740,0
2428,1,0
1,-1214,0
2434,1,0
-1823,4,0
2440,1,0
1,-1220,0
2446,1,0
1390,13,0
2452,1,0
1,-1226,0
2458,1,0
-1841,4,0
2464,1,0
1,-1232,0
2470,1,0
13,2794,0
2476,1,0
1,-1238,0
2482,1,0
-1859,4,0
2488,1,0
1,-1244,0
2494,1,0
-1013,40,1
2500,1,0
1,-1250,0
2506,1,0
-1877,4,0
2512,1,0
1,-1256,0
2518,1,0
13,2848,0
2524,1,0
1,-1262,0
2530,1,0
-1895,4,0
2536,1,0
1,-1268,0
2542,1,0
1444,13,0
2548,1,0
1,-1274,0
2554,1,0
-1913,4,0
2560,1,0
1,-1280,0
2566,1,0
13,2902,0
2572,1,0
1,-1286,0
2578,1,0
-1931,4,0
2584,1,0
1,-1292,0
2590,1,0
40,-2147,0
2596,1,0
1,-1298,0
2602,1,0
-1949,4,0
2608,1,0
1,-1304,0
2614,1,0
13,2956,0
2620,1,0
1,-1310,0
2626,1,0
-1967,4,0
2632,1,0
1,-1316,0
2638,1,0
1498,13,0
2644,1,0
1,-1322,0
2650,1,0
-1985,4,0
2656,1,0
1,-1328,0
2662,1,0
4,1003,0
2668,1,0
1,-1334,0
2674,1,0
-2003,4,0
2680,1,0
1,-1340,0
2686,1,0
121,1822,0
2692,1,0
1,-1346,0
2698,1,0
-2021,4,0
2704,1,0
1,-1352,0
2710,1,0
4,1021,0
2716,1,0
1,-1358,0
2722,1,0
-2039,4,0
2728,1,0
1,-1364,0
2734,1,0
1552,13,0
2740,1,0
1,-1370,0
2746,1,0
-2057,4,0
2752,1,0
1,-1376,0
2758,1,0
4,1039,0
2764,1,0
1,-1382,0
2770,1,0
-2075,4,0
2776,1,0
1,-1388,0
2782,1,0
40,-2309,0
2788,1,0
1,-1394,0
2794,1,0
-2093,4,0
2800,1,0
1,-1400,0
2806,1,0
4,1057,0
2812,1,0
1,-1406,0
2818,1,0
-2111,4,0
2824,1,0
1,-1412,0
2830,1,0
1606,13,0
2836,1,0
1,-1418,0
2842,1,0
-2129,4,0
2848,1,0
1,-1424,0
2854,1,0
4,1075,0
2860,1,0
1,-1430,0
2866,1,0
-2147,4,0
2872,1,0
1,-1436,0
2878,1,0
-1175,40,1
2884,1,0
1,-1442,0
2890,1,0
-2165,4,0
2896,1,0
1,-1448,0
2902,1,0
4,1093,0
2908,1,0
1,-1454,0
2914,1,0
-2183,4,0
2920,1,0
1,-1460,0
2926,1,0
1660,13,0
2932,1,0
1,-1466,0
2938,1,0
-2201,4,0
2944,1,0
1,-1472,0
2950,1,0
4,1111,0
2956,1,0
1,-1478,0
2962,1,0
-2219,4,0
2968,1,0
1,-1484,0
2974,1,0
40,-2471,0
2980,1,0
1,-1490,0
2986,1,0
-2237,4,0
2992,1,0
1,-1496,0
2998,1,0
4,1129,0
