Input,Final_RE,Final_IM,Magnitude,Mandel_Match
238,-1604,-6,1604.01,true
239,1,-1077,1077.00,true
240,19,-1041,1041.17,true
241,1222,1218,1725.34,true
242,1225,3,1225.00,true
243,1,-1095,1095.00,true
244,1033,-1041,1466.55,true
245,19,-1041,1041.17,true
246,-1658,-6,1658.01,true
247,1,-1113,1113.00,true
248,1045,-1077,1500.65,true
249,-35,1281,1281.48,true
250,1267,3,1267.00,true
251,1,-1131,1131.00,true
252,-8,1434,1434.02,true
253,7,1443,1443.02,true
254,-1712,-6,1712.01,true
255,1,-1149,1149.00,true
256,-965,-807,1257.96,true
257,1303,1299,1839.89,true
258,7,-1959,1959.01,true
259,1,-1167,1167.00,true
260,1312,-6,1312.01,true
261,-830,840,1180.89,true
262,-1766,-6,1766.01,true
263,1,-1185,1185.00,true
264,736,714,1025.42,true
265,-965,-807,1257.96,true
266,757,759,1071.97,true
267,1,-1203,1203.00,true
268,16,-1140,1140.11,true
269,1366,-6,1366.01,true
270,-1820,-6,1820.01,true
271,1,-1221,1221.00,true
272,1288,-24,1288.22,true
273,1384,1380,1954.45,true
274,1387,3,1387.00,true
275,1,-1239,1239.00,true
276,-1043,3,1043.00,true
277,1288,-24,1288.22,true
278,-1874,-6,1874.01,true
279,1,-1257,1257.00,true
280,802,786,1122.94,true
281,-1064,-6,1064.02,true
282,1429,3,1429.00,true
283,1,-1275,1275.00,true
284,1312,48,1312.88,true
285,7,1623,1623.02,true
286,-1928,-6,1928.01,true
287,1,-1293,1293.00,true
288,1330,1434,1955.83,true
289,1465,1461,2069.00,true
290,736,-732,1038.04,true
291,1,-1311,1311.00,true
292,1474,-6,1474.01,true
293,-1118,-6,1118.02,true
294,-1982,-6,1982.01,true
295,1,-1329,1329.00,true
296,-11,-1275,1275.05,true
297,-1127,-1131,1596.65,true
298,757,-753,1067.73,true
299,1,-1347,1347.00,true
300,-1127,-1023,1522.06,true
301,1528,-6,1528.01,true
302,-2036,-6,2036.01,true
303,1,-1365,1365.00,true
304,1393,1425,1992.76,true
305,1,1029,1029.00,true
306,-2,1032,1032.00,true
307,1,-1383,1383.00,true
308,-1163,3,1163.00,true
309,1393,1425,1992.76,true
310,-2090,-6,2090.01,true
311,1,-1401,1401.00,true
312,16,1776,1776.07,true
313,16,-1302,1302.10,true
314,1591,3,1591.00,true
315,1,-1419,1419.00,true
316,1357,-1347,1912.03,true
317,-1205,3,1205.00,true
318,-713,-717,1011.17,true
319,1,-1437,1437.00,true
320,-1127,-1023,1522.06,true
321,1,1083,1083.00,true
322,-722,-726,1023.89,true
323,1,-1455,1455.00,true
324,1636,-6,1636.01,true
325,1303,-1347,1874.09,true
326,-731,-735,1036.62,true
327,1,-1473,1473.00,true
328,-1250,12,1250.06,true
329,925,867,1267.80,true
330,-740,-744,1049.35,true
331,1,-1491,1491.00,true
332,-11,1047,1047.06,true
333,1690,-6,1690.01,true
