Final_RE,Final_IM,Is_Stable
1493,0,1
8,-2241,1
1499,0,1
-1117,0,1
1505,0,1
8,-2259,1
1511,0,1
26,1701,1
1517,0,1
8,-2277,1
1523,0,1
-1135,0,1
1529,0,1
8,-2295,1
1535,0,1
728,-729,1
1541,0,1
8,-2313,1
1547,0,1
-1153,0,1
1553,0,1
8,-2331,1
1559,0,1
26,1755,1
1565,0,1
8,-2349,1
1571,0,1
-1171,0,1
1577,0,1
8,-2367,1
1583,0,1
2753,0,1
1589,0,1
8,-2385,1
1595,0,1
-1189,0,1
1601,0,1
8,-2403,1
1607,0,1
26,1809,1
1613,0,1
8,-2421,1
1619,0,1
-1207,0,1
1625,0,1
8,-2439,1
1631,0,1
80,-1377,1
1637,0,1
8,-2457,1
1643,0,1
-1225,0,1
1649,0,1
8,-2475,1
1655,0,1
26,1863,1
1661,0,1
8,-2493,1
1667,0,1
-1243,0,1
1673,0,1
8,-2511,1
1679,0,1
2915,0,1
1685,0,1
8,-2529,1
1691,0,1
-1261,0,1
1697,0,1
8,-2547,1
1703,0,1
26,1917,1
1709,0,1
8,-2565,1
1715,0,1
-1279,0,1
1721,0,1
8,-2583,1
1727,0,1
-1945,0,1
1733,0,1
8,-2601,1
1739,0,1
-1297,0,1
1745,0,1
8,-2619,1
1751,0,1
26,1971,1
1757,0,1
8,-2637,1
1763,0,1
-1315,0,1
1769,0,1
8,-2655,1
1775,0,1
1025,0,1
1781,0,1
8,-2673,1
1787,0,1
-1333,0,1
1793,0,1
8,-2691,1
1799,0,1
26,2025,1
1805,0,1
8,-2709,1
1811,0,1
-1351,0,1
1817,0,1
8,-2727,1
1823,0,1
80,-1539,1
1829,0,1
8,-2745,1
1835,0,1
-1369,0,1
1841,0,1
8,-2763,1
1847,0,1
26,2079,1
1853,0,1
8,-2781,1
1859,0,1
-1387,0,1
1865,0,1
8,-2799,1
1871,0,1
1079,0,1
1877,0,1
8,-2817,1
1883,0,1
-1405,0,1
1889,0,1
8,-2835,1
1895,0,1
26,2133,1
1901,0,1
8,-2853,1
1907,0,1
-1423,0,1
1913,0,1
8,-2871,1
1919,0,1
242,1215,1
1925,0,1
8,-2889,1
1931,0,1
-1441,0,1
1937,0,1
8,-2907,1
1943,0,1
26,2187,1
1949,0,1
8,-2925,1
1955,0,1
-1459,0,1
1961,0,1
8,-2943,1
1967,0,1
1133,0,1
1973,0,1
8,-2961,1
1979,0,1
-1477,0,1
1985,0,1
8,-2979,1
1991,0,1
26,2241,1
1997,0,1
8,-2997,1
2003,0,1
-1495,0,1
2009,0,1
2,-1005,1
2015,0,1
80,-1701,1
2021,0,1
2,-1011,1
2027,0,1
-1513,0,1
2033,0,1
2,-1017,1
2039,0,1
26,2295,1
2045,0,1
2,-1023,1
2051,0,1
-1531,0,1
2057,0,1
2,-1029,1
2063,0,1
1187,0,1
2069,0,1
2,-1035,1
2075,0,1
-1549,0,1
2081,0,1
2,-1041,1
2087,0,1
26,2349,1
2093,0,1
2,-1047,1
2099,0,1
-1567,0,1
2105,0,1
2,-1053,1
2111,0,1
-2431,0,1
2117,0,1
2,-1059,1
2123,0,1
-1585,0,1
2129,0,1
2,-1065,1
2135,0,1
26,2403,1
2141,0,1
2,-1071,1
2147,0,1
-1603,0,1
2153,0,1
2,-1077,1
2159,0,1
1241,0,1
2165,0,1
2,-1083,1
2171,0,1
-1621,0,1
2177,0,1
2,-1089,1
2183,0,1
26,2457,1
2189,0,1
2,-1095,1
2195,0,1
-1639,0,1
2201,0,1
2,-1101,1
2207,0,1
80,-1863,1
2213,0,1
2,-1107,1
2219,0,1
-1657,0,1
2225,0,1
2,-1113,1
2231,0,1
26,2511,1
2237,0,1
2,-1119,1
2243,0,1
-1675,0,1
2249,0,1
2,-1125,1
2255,0,1
1295,0,1
2261,0,1
2,-1131,1
2267,0,1
-1693,0,1
2273,0,1
2,-1137,1
2279,0,1
26,2565,1
2285,0,1
2,-1143,1
2291,0,1
-1711,0,1
2297,0,1
2,-1149,1
2303,0,1
2915,0,1
2309,0,1
2,-1155,1
2315,0,1
-1729,0,1
2321,0,1
2,-1161,1
2327,0,1
26,2619,1
2333,0,1
2,-1167,1
2339,0,1
-1747,0,1
2345,0,1
2,-1173,1
2351,0,1
1349,0,1
2357,0,1
2,-1179,1
2363,0,1
-1765,0,1
2369,0,1
2,-1185,1
2375,0,1
26,2673,1
2381,0,1
2,-1191,1
2387,0,1
-1783,0,1
2393,0,1
2,-1197,1
2399,0,1
80,-2025,1
2405,0,1
2,-1203,1
2411,0,1
-1801,0,1
2417,0,1
2,-1209,1
2423,0,1
26,2727,1
2429,0,1
2,-1215,1
2435,0,1
-1819,0,1
2441,0,1
2,-1221,1
2447,0,1
1403,0,1
2453,0,1
2,-1227,1
2459,0,1
-1837,0,1
2465,0,1
2,-1233,1
2471,0,1
26,2781,1
2477,0,1
2,-1239,1
2483,0,1
-1855,0,1
2489,0,1
2,-1245,1
2495,0,1
-2917,0,1
2501,0,1
2,-1251,1
2507,0,1
-1873,0,1
2513,0,1
2,-1257,1
2519,0,1
26,2835,1
2525,0,1
2,-1263,1
2531,0,1
-1891,0,1
2537,0,1
2,-1269,1
2543,0,1
1457,0,1
2549,0,1
2,-1275,1
2555,0,1
-1909,0,1
2561,0,1
2,-1281,1
2567,0,1
26,2889,1
2573,0,1
2,-1287,1
2579,0,1
-1927,0,1
2585,0,1
2,-1293,1
2591,0,1
80,-2187,1
2597,0,1
2,-1299,1
2603,0,1
-1945,0,1
2609,0,1
2,-1305,1
2615,0,1
26,2943,1
2621,0,1
2,-1311,1
2627,0,1
-1963,0,1
2633,0,1
2,-1317,1
2639,0,1
1511,0,1
2645,0,1
2,-1323,1
2651,0,1
-1981,0,1
2657,0,1
2,-1329,1
2663,0,1
26,2997,1
2669,0,1
2,-1335,1
2675,0,1
-1999,0,1
2681,0,1
2,-1341,1
2687,0,1
242,1701,1
2693,0,1
2,-1347,1
2699,0,1
-2017,0,1
2705,0,1
2,-1353,1
2711,0,1
8,1017,1
2717,0,1
2,-1359,1
2723,0,1
-2035,0,1
2729,0,1
2,-1365,1
2735,0,1
1565,0,1
2741,0,1
2,-1371,1
2747,0,1
-2053,0,1
2753,0,1
2,-1377,1
2759,0,1
8,1035,1
2765,0,1
2,-1383,1
2771,0,1
-2071,0,1
2777,0,1
2,-1389,1
2783,0,1
80,-2349,1
2789,0,1
2,-1395,1
2795,0,1
-2089,0,1
2801,0,1
2,-1401,1
2807,0,1
8,1053,1
2813,0,1
2,-1407,1
2819,0,1
-2107,0,1
2825,0,1
2,-1413,1
2831,0,1
1619,0,1
2837,0,1
2,-1419,1
2843,0,1
-2125,0,1
2849,0,1
2,-1425,1
2855,0,1
8,1071,1
2861,0,1
2,-1431,1
2867,0,1
-2143,0,1
2873,0,1
2,-1437,1
2879,0,1
-1135,0,1
2885,0,1
2,-1443,1
2891,0,1
-2161,0,1
2897,0,1
2,-1449,1
2903,0,1
8,1089,1
2909,0,1
2,-1455,1
2915,0,1
-2179,0,1
2921,0,1
2,-1461,1
2927,0,1
1673,0,1
2933,0,1
2,-1467,1
2939,0,1
-2197,0,1
2945,0,1
2,-1473,1
2951,0,1
8,1107,1
2957,0,1
2,-1479,1
2963,0,1
-2215,0,1
2969,0,1
2,-1485,1
2975,0,1
80,-2511,1
2981,0,1
2,-1491,1
2987,0,1
-2233,0,1
2993,0,1
2,-1497,1
2999,0,1
8,1125,1
